ann_term	cv	annotation
PF02559	0.198630855280358	CarD-like/TRCF domain
PF02560	0.678453531552758	Cyanate lyase C-terminal domain
PF02561	0.339511468438281	Flagellar protein FliS
PF02562	0.113218631772141	PhoH-like protein
PF02563	0.177892016741205	Polysaccharide biosynthesis/export protein
PF02565	0	Recombination protein O C terminal
PF02566	0.0966283407858919	OsmC-like protein
PF02567	0.161138436090986	Phenazine biosynthesis-like protein
PF02568	0.113218631772141	Thiamine biosynthesis protein (ThiI)
PF02569	0	Pantoate-beta-alanine ligase
PF02572	0.33075784250255	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PF02574	0.261470468649407	Homocysteine S-methyltransferase
PF02575	0	YbaB/EbfC DNA-binding family
PF02576	0.335436403617752	RimP N-terminal domain
PF02578	0	Multi-copper polyphenol oxidoreductase laccase
PF02580	0	D-Tyr-tRNA(Tyr) deacylase
PF02581	0.113218631772141	Thiamine monophosphate synthase
PF02583	0.0555544839130382	Metal-sensitive transcriptional repressor
PF02585	0.785938010415411	GlcNAc-PI de-N-acetylase
PF02586	0.258421772749318	SOS response associated peptidase (SRAP)
PF02589	0.149637425460402	LUD domain
PF02590	0.11042310999999	Predicted SPOUT methyltransferase
PF02592	0	Putative vitamin uptake transporter
PF02594	0	Uncharacterised ACR, YggU family COG1872
PF02595	0.173592817523727	Glycerate kinase family
PF02597	0.079555728417573	ThiS family
PF02599	0	Global regulator protein family
PF02600	0.374566015017168	Disulfide bond formation protein DsbB
PF02601	0.113218631772141	Exonuclease VII, large subunit
PF02602	0	Uroporphyrinogen-III synthase HemD
PF02604	0.51783632584008	Antitoxin Phd_YefM, type II toxin-antitoxin system
PF02606	0.196926112234539	Tetraacyldisaccharide-1-P 4'-kinase
PF02607	0	B12 binding domain
PF02609	0	Exonuclease VII small subunit
PF02610	0	L-arabinose isomerase
PF02611	0	CDP-diacylglycerol pyrophosphatase
PF02613	0.0547387974483055	Nitrate reductase delta subunit
PF02614	0.11042310999999	Glucuronate isomerase
PF02615	0.318183511295014	Malate/L-lactate dehydrogenase
PF02617	0	ATP-dependent Clp protease adaptor protein ClpS
PF02618	0.198630855280358	YceG-like family
PF02620	0.161138436090986	Uncharacterized ACR, COG1399
PF02622	0	Uncharacterized ACR, COG1678
PF02624	0	YcaO cyclodehydratase, ATP-ad Mg2+-binding
PF02625	0.3674521697397	XdhC and CoxI family
PF02626	0.11042310999999	Carboxyltransferase domain, subdomain A and B
PF02627	0.515294056901617	Carboxymuconolactone decarboxylase family
PF02629	0.276465595491223	CoA binding domain
PF02631	0	RecX family
PF02634	0	FdhD/NarQ family
PF02635	0	DsrE/DsrF-like family
PF02638	0	Glycosyl hydrolase-like 10
PF02639	0	Uncharacterized BCR, YaiI/YqxD family COG1671
PF02643	8.94427190999916	Uncharacterized ACR, COG1430
PF02646	0	RmuC family
PF02652	0.259448055399965	L-lactate permease
PF02653	0.0937706330248425	Branched-chain amino acid transport system / permease component
PF02654	0.113218631772141	Cobalamin-5-phosphate synthase
PF02656	0	Domain of unknown function (DUF202)
PF02657	0	Fe-S metabolism associated domain
PF02659	0	Putative manganese efflux pump
PF02660	0.11042310999999	Glycerol-3-phosphate acyltransferase
PF02661	0.367572818219144	Fic/DOC family
PF02664	0	S-Ribosylhomocysteinase (LuxS)
PF02665	0	Nitrate reductase gamma subunit
PF02666	0.11042310999999	Phosphatidylserine decarboxylase
PF02667	0.758831514116004	Short chain fatty acid transporter
PF02668	0	Taurine catabolism dioxygenase TauD, TfdA family
PF02669	0.153278024574352	K+-transporting ATPase, c chain
PF02670	0.161138436090986	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02673	0.11042310999999	Bacitracin resistance protein BacA
PF02674	0	Colicin V production protein
PF02675	0	S-adenosylmethionine decarboxylase
PF02677	1.74297868132238	Uncharacterized BCR, COG1636
PF02678	0.079555728417573	Pirin
PF02682	0.159111456835146	Carboxyltransferase domain, subdomain C and D
PF02683	0	Cytochrome C biogenesis protein transmembrane region
PF02684	0	Lipid-A-disaccharide synthetase
PF02685	0	Glucokinase
PF02687	0.203278907045435	FtsX-like permease family
PF02690	0.113218631772141	Na+/Pi-cotransporter
PF02694	0	Uncharacterised BCR, YnfA/UPF0060 family
PF02696	0.113218631772141	Uncharacterized ACR, YdiU/UPF0061 family
PF02698	0.0630125728637214	DUF218 domain
PF02699	0.323286936505994	Preprotein translocase subunit
PF02702	0.159111456835146	Osmosensitive K+ channel His kinase sensor domain
PF02705	0.113218631772141	K+ potassium transporter
PF02706	0.133305737320022	Chain length determinant protein
PF02709	8.94427190999916	N-terminal domain of galactosyltransferase
PF02719	3.53404180461879	Polysaccharide biosynthesis protein
PF02727	1.17049861774691	Copper amine oxidase, N2 domain
PF02728	1.17049861774691	Copper amine oxidase, N3 domain
PF02729	0.160349696964028	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
PF02730	0.198630855280358	Aldehyde ferredoxin oxidoreductase, N-terminal domain
PF02733	0.364123763184677	Dak1 domain
PF02734	0.364123763184677	DAK2 domain
PF02737	0.229334832528568	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02738	0.229473806453158	Molybdopterin-binding domain of aldehyde dehydrogenase
PF02739	0.112508790092602	5'-3' exonuclease, N-terminal resolvase-like domain
PF02742	0.11042310999999	Iron dependent repressor, metal binding and dimerisation domain
PF02743	1.53716271042211	Cache domain
PF02744	0.11042310999999	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF02746	0.180413827784738	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain
PF02748	0	Aspartate carbamoyltransferase regulatory chain, metal binding domain
PF02749	0.340695097347917	Quinolinate phosphoribosyl transferase, N-terminal domain
PF02753	0.234119358242681	Pili assembly chaperone PapD, C-terminal domain
PF02754	0.164696004688083	Cysteine-rich domain
PF02767	0	DNA polymerase III beta subunit, central domain
PF02768	0	DNA polymerase III beta subunit, C-terminal domain
PF02769	0	AIR synthase related protein, C-terminal domain
PF02770	0.0853219017783111	Acyl-CoA dehydrogenase, middle domain
PF02771	0.10828237326126	Acyl-CoA dehydrogenase, N-terminal domain
PF02772	0.274447966596342	S-adenosylmethionine synthetase, central domain
PF02773	0.274447966596342	S-adenosylmethionine synthetase, C-terminal domain
PF02774	0.0371131614522787	Semialdehyde dehydrogenase, dimerisation domain
PF02775	0.0464847443477499	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02776	0.0530318914389822	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02777	0	Iron/manganese superoxide dismutases, C-terminal domain
PF02779	0.236814061628244	Transketolase, pyrimidine binding domain
PF02780	0.205735338426272	Transketolase, C-terminal domain
PF02781	0	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02782	0.101569398657001	FGGY family of carbohydrate kinases, C-terminal domain
PF02784	0	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02785	0.153278024574352	Biotin carboxylase C-terminal domain
PF02786	0.0918630424349251	Carbamoyl-phosphate synthase L chain, ATP binding domain
PF02787	0.113218631772141	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02789	0	Cytosol aminopeptidase family, N-terminal domain
PF02794	1.62928863158664	RTX toxin acyltransferase family
PF02796	0.6658023207725	Helix-turn-helix domain of resolvase
PF02798	0.111074633482345	Glutathione S-transferase, N-terminal domain
PF02800	0.12830773469145	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02801	0.5987807333008	Beta-ketoacyl synthase, C-terminal domain
PF02803	0.143966985722997	Thiolase, C-terminal domain
PF02805	0.113218631772141	Metal binding domain of Ada
PF02806	0.201702401272442	Alpha amylase, C-terminal all-beta domain
PF02810	0.13095974837053	SEC-C motif
PF02811	0.0834066835831	PHP domain
PF02812	0	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02814	2.61984206264284	UreE urease accessory protein, N-terminal domain
PF02817	0.210904911930882	e3 binding domain
PF02823	0.11042310999999	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824	0	TGS domain
PF02826	0.13840690342681	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02831	0.700406210958873	gpW
PF02834	0.11042310999999	LigT like Phosphoesterase
PF02836	0.119392618236827	Glycosyl hydrolases family 2, TIM barrel domain
PF02837	0.1252121990486	Glycosyl hydrolases family 2, sugar binding domain
PF02839	0.91024092967606	Carbohydrate binding domain
PF02843	0.113218631772141	Phosphoribosylglycinamide synthetase, C domain
PF02844	0.113218631772141	Phosphoribosylglycinamide synthetase, N domain
PF02852	0.146164398290062	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF02861	0.202550000218325	Clp amino terminal domain, pathogenicity island component
PF02863	0.350708044067553	Arginine repressor, C-terminal domain
PF02866	0.11042310999999	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02867	0.0555544839130382	Ribonucleotide reductase, barrel domain
PF02870	0.0795493545259297	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
PF02872	0.429637515327471	5'-nucleotidase, C-terminal domain
PF02873	0.113218631772141	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
PF02874	0	ATP synthase alpha/beta family, beta-barrel domain
PF02875	0	Mur ligase family, glutamate ligase domain
PF02878	0.166023113473506	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879	0.165575618437846	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880	0.165575618437846	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881	0.0562532824528249	SRP54-type protein, helical bundle domain
PF02882	0	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02885	0.053037152278382	Glycosyl transferase family, helical bundle domain
PF02887	0	Pyruvate kinase, alpha/beta domain
PF02894	0.14734786189512	Oxidoreductase family, C-terminal alpha/beta domain
PF02895	0	Signal transducing histidine kinase, homodimeric domain
PF02896	0.0966746667255828	PEP-utilising enzyme, TIM barrel domain
PF02897	0.198630855280358	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02899	0.210113119653383	Phage integrase, N-terminal SAM-like domain
PF02900	0.355687810618316	Catalytic LigB subunit of aromatic ring-opening dioxygenase
PF02901	0.255315792075295	Pyruvate formate lyase-like
PF02902	1.17049861774691	Ulp1 protease family, C-terminal catalytic domain
PF02903	0.229259930280576	Alpha amylase, N-terminal ig-like domain
PF02909	1.40482726264239	Tetracyclin repressor, C-terminal all-alpha domain
PF02910	0.0834066835831	Fumarate reductase flavoprotein C-term
PF02911	0.0562532824528249	Formyl transferase, C-terminal domain
PF02912	0	Aminoacyl tRNA synthetase class II, N-terminal domain
PF02913	0.139653311278854	FAD linked oxidases, C-terminal domain
PF02914	6.28439900754845	Bacteriophage Mu transposase
PF02922	0.147679876405889	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02924	0.774904173114867	Bacteriophage lambda head decoration protein D
PF02926	0.0795493545259297	THUMP domain
PF02929	0.11042310999999	Beta galactosidase small chain
PF02938	0	GAD domain
PF02945	8.94427190999916	Recombination endonuclease VII
PF02948	8.94427190999916	Amelogenin
PF02951	0	Prokaryotic glutathione synthetase, N-terminal domain
PF02952	0.113218631772141	L-fucose isomerase, C-terminal domain
PF02954	0.0998077694831969	Bacterial regulatory protein, Fis family
PF02955	0	Prokaryotic glutathione synthetase, ATP-grasp domain
PF02962	1.68673868813442	5-carboxymethyl-2-hydroxymuconate isomerase
PF02965	0	Vitamin B12 dependent methionine synthase, activation domain
PF02976	0	DNA mismatch repair enzyme MutH
PF02978	0	Signal peptide binding domain
PF03006	0	Haemolysin-III related
PF03009	0.0562532824528249	Glycerophosphoryl diester phosphodiesterase family
PF03023	0.159111456835146	MviN-like protein
PF03033	0	Glycosyltransferase family 28 N-terminal domain
PF03050	1.12845613850766	Transposase IS66 family
PF03054	0	tRNA methyl transferase
PF03061	0.112460690108717	Thioesterase superfamily
PF03063	0	Prismane/CO dehydrogenase family
PF03090	2.34272438751726	Replicase family
PF03091	0.11042310999999	CutA1 divalent ion tolerance protein
PF03096	8.94427190999916	Ndr family
PF03099	0.213751068682911	Biotin/lipoate A/B protein ligase family
PF03100	0	CcmE
PF03102	1.93721249638313	NeuB family
PF03104	0	DNA polymerase family B, exonuclease domain
PF03109	0	ABC1 family
PF03116	0.161138436090986	NQR2, RnfD, RnfE family
PF03118	0	Bacterial RNA polymerase, alpha chain C terminal domain
PF03119	0	NAD-dependent DNA ligase C4 zinc finger domain
PF03120	0.0795493545259297	NAD-dependent DNA ligase OB-fold domain
PF03123	0.675987540543467	CAT RNA binding domain
PF03129	0	Anticodon binding domain
PF03135	2.08502937989257	CagE, TrbE, VirB family, component of type IV transporter system
PF03143	0.150167738595304	Elongation factor Tu C-terminal domain
PF03144	0.0478003269351509	Elongation factor Tu domain 2
PF03147	0.161138436090986	Ferredoxin-fold anticodon binding domain
PF03150	0.198630855280358	Di-haem cytochrome c peroxidase
PF03167	0.144917102763451	Uracil DNA glycosylase superfamily
PF03170	0.275589127304775	Bacterial cellulose synthase subunit
PF03176	2.18493940808394	MMPL family
PF03180	0.0562532824528249	NLPA lipoprotein
PF03193	0.11042310999999	RsgA GTPase
PF03199	4.3864001560635	Eukaryotic glutathione synthase
PF03203	2.48552095061084	MerC mercury resistance protein
PF03205	0.113218631772141	Molybdopterin guanine dinucleotide synthesis protein B
PF03212	0.336981489655393	Pertactin
PF03222	0.0593963947757858	Tryptophan/tyrosine permease family
PF03230	0.596488756651368	Antirestriction protein
PF03235	0.904476934719016	Protein of unknown function DUF262
PF03237	0.794519364506019	Terminase-like family
PF03239	0.404367938011248	Iron permease FTR1 family
PF03241	1.74297868132238	4-hydroxyphenylacetate 3-hydroxylase C terminal
PF03243	8.94427190999916	Alkylmercury lyase
PF03245	1.09314124611321	Bacteriophage Rz lysis protein
PF03253	3.89741881476979	Urea transporter
PF03255	0	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF03264	0.0374237318410007	NapC/NirT cytochrome c family, N-terminal region
PF03275	3.89741881476979	UDP-galactopyranose mutase
PF03278	2.15829280870351	IpaB/EvcA family
PF03279	0.142734038572999	Bacterial lipid A biosynthesis acyltransferase
PF03288	1.29125700136865	Poxvirus D5 protein-like
PF03308	0.718249603850953	ArgK protein
PF03313	0.0681834626056175	Serine dehydratase alpha chain
PF03315	0.053037152278382	Serine dehydratase beta chain
PF03319	0.354729856251255	Ethanolamine utilisation protein EutN/carboxysome
PF03320	0.230297989080512	Bacterial fructose-1,6-bisphosphatase, glpX-encoded
PF03328	0.161928574350716	HpcH/HpaI aldolase/citrate lyase family
PF03330	0.159111456835146	Lytic transglycolase
PF03331	0	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF03333	1.52806160786628	Adhesin biosynthesis transcription regulatory protein
PF03335	1.13382848564437	Phage tail fibre repeat
PF03349	0	Outer membrane protein transport protein (OMPP1/FadL/TodX)
PF03350	0.11042310999999	Uncharacterized protein family, UPF0114
PF03352	0.113218631772141	Methyladenine glycosylase
PF03354	1.16921288733018	Phage Terminase
PF03358	0.157711462661174	NADPH-dependent FMN reductase
PF03364	0	Polyketide cyclase / dehydrase and lipid transport
PF03372	0.062940641385134	Endonuclease/Exonuclease/phosphatase family
PF03374	1.60704016254686	Phage antirepressor protein KilAC domain
PF03379	0	CcmB protein
PF03389	2.14421003245417	MobA/MobL family
PF03400	1.72456483682286	IS1 transposase
PF03401	1.42243421717477	Tripartite tricarboxylate transporter family receptor
PF03406	0.849884500988953	Phage tail fibre repeat
PF03411	0	Penicillin-insensitive murein endopeptidase
PF03412	1.35472207051051	Peptidase C39 family
PF03417	8.94427190999916	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03432	1.50258076889322	Relaxase/Mobilisation nuclease domain
PF03433	2.09479966918282	EspA-like secreted protein
PF03437	1.86763085405879	BtpA family
PF03441	0.11042310999999	FAD binding domain of DNA photolyase
PF03446	0.122046603346066	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447	0.0555544839130382	Homoserine dehydrogenase, NAD binding domain
PF03449	0.0555544839130382	Transcription elongation factor, N-terminal
PF03450	0.219317293497032	CO dehydrogenase flavoprotein C-terminal domain
PF03453	0	MoeA N-terminal region (domain I and II)
PF03454	0	MoeA C-terminal region (domain IV)
PF03458	0	UPF0126 domain
PF03459	0.262053445535983	TOBE domain
PF03460	0.0371131614522787	Nitrite/Sulfite reductase ferredoxin-like half domain
PF03461	0.198630855280358	TRCF domain
PF03462	0.353749283579269	PCRF domain
PF03466	0.0571356415714821	LysR substrate binding domain
PF03471	0.0521760953940385	Transporter associated domain
PF03472	0.198630855280358	Autoinducer binding domain
PF03473	0.0562532824528249	MOSC domain
PF03475	0	3-alpha domain
PF03476	0.113218631772141	MOSC N-terminal beta barrel domain
PF03477	0.0371131614522787	ATP cone domain
PF03479	0.542215409242873	Domain of unknown function (DUF296)
PF03480	0.584207898757684	Bacterial extracellular solute-binding protein, family 7
PF03483	0.161138436090986	B3/4 domain
PF03484	0.161138436090986	tRNA synthetase B5 domain
PF03485	0	Arginyl tRNA synthetase N terminal domain
PF03486	0.239740680743343	HI0933-like protein
PF03498	6.28439900754845	Cytolethal distending toxin A/C domain
PF03502	0.469576255236183	Nucleoside-specific channel-forming protein, Tsx
PF03513	8.94427190999916	Cloacin immunity protein
PF03515	6.63282550056583	Colicin-like bacteriocin tRNase domain
PF03524	2.08502937989257	Conjugal transfer protein
PF03526	1.74297868132238	Colicin E1 (microcin) immunity protein
PF03527	0.834618603275652	RHS protein
PF03544	0.493229476466782	Gram-negative bacterial TonB protein C-terminal
PF03547	0.169706614099109	Membrane transport protein
PF03548	0.32541650758697	Outer membrane lipoprotein carrier protein LolA
PF03549	2.09479966918282	Translocated intimin receptor (Tir) intimin-binding domain
PF03550	0	Outer membrane lipoprotein LolB
PF03551	0.319605931621528	Transcriptional regulator PadR-like family
PF03552	0.63923116155552	Cellulose synthase
PF03553	2.16381818334445	Na+/H+ antiporter family
PF03562	0	MltA specific insert domain
PF03572	0	Peptidase family S41
PF03573	0.420708435949302	outer membrane porin, OprD family
PF03575	0	Peptidase family S51
PF03588	0.11042310999999	Leucyl/phenylalanyl-tRNA protein transferase
PF03589	0.758380853367797	Antitermination protein
PF03590	0	Aspartate-ammonia ligase
PF03591	0	AzlC protein
PF03592	1.27634591246941	Terminase small subunit
PF03594	0.259827920984652	Benzoate membrane transport protein
PF03595	0.113218631772141	Voltage-dependent anion channel
PF03600	0.0371131614522787	Citrate transporter
PF03601	0	Conserved hypothetical protein 698
PF03602	0	Conserved hypothetical protein 95
PF03603	0	DNA polymerase III psi subunit
PF03605	0.316980220906219	Anaerobic c4-dicarboxylate membrane transporter
PF03606	0.206067062475532	C4-dicarboxylate anaerobic carrier
PF03608	0.334209043469923	PTS system enzyme II sorbitol-specific factor
PF03609	0.182363204811086	PTS system sorbose-specific iic component
PF03610	0.175293929562328	PTS system fructose IIA component
PF03611	0.353271076964747	PTS system sugar-specific permease component
PF03612	0.357083553360701	Sorbitol phosphotransferase enzyme II N-terminus
PF03613	0.189162511932897	PTS system mannose/fructose/sorbose family IID component
PF03614	5.09819195219586	Repressor of phase-1 flagellin
PF03616	0.246561056136195	Sodium/glutamate symporter
PF03618	0	Kinase/pyrophosphorylase
PF03621	0.11042310999999	MbtH-like protein
PF03626	0	Prokaryotic Cytochrome C oxidase subunit IV
PF03627	2.08502937989257	PapG carbohydrate binding domain
PF03628	1.98678142712353	PapG chaperone-binding domain
PF03629	1.02653529605373	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03631	0	Virulence factor BrkB
PF03632	0.198630855280358	Glycosyl hydrolase family 65 central catalytic domain
PF03633	0.230863166108605	Glycosyl hydrolase family 65, C-terminal domain
PF03636	0.198630855280358	Glycosyl hydrolase family 65, N-terminal domain
PF03641	0	Possible lysine decarboxylase
PF03649	0.161138436090986	Uncharacterised protein family (UPF0014)
PF03652	0	Holliday junction resolvase
PF03658	0	RnfH family Ubiquitin
PF03668	0.11042310999999	P-loop ATPase protein family
PF03691	0.885642796703953	Uncharacterised protein family (UPF0167)
PF03692	0.178070789899117	Putative zinc- or iron-chelating domain
PF03693	1.08916843678306	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
PF03695	0.106985369660085	Uncharacterised protein family (UPF0149)
PF03701	0.113218631772141	Uncharacterised protein family (UPF0181)
PF03702	0	Anhydro-N-acetylmuramic acid kinase
PF03705	0	CheR methyltransferase, all-alpha domain
PF03706	0.11042310999999	Lysylphosphatidylglycerol synthase TM region
PF03709	0.11771540249404	Orn/Lys/Arg decarboxylase, N-terminal domain
PF03710	0.196926112234539	Glutamate-ammonia ligase adenylyltransferase
PF03711	0.11771540249404	Orn/Lys/Arg decarboxylase, C-terminal domain
PF03713	2.16414978774517	Domain of unknown function (DUF305)
PF03717	0.0555544839130382	Penicillin-binding Protein dimerisation domain
PF03719	0	Ribosomal protein S5, C-terminal domain
PF03720	0.113218631772141	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03721	0.156090415540905	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF03724	0	META domain
PF03725	0.0739196025619765	3' exoribonuclease family, domain 2
PF03726	0.11042310999999	Polyribonucleotide nucleotidyltransferase, RNA binding domain
PF03729	0.312108017047162	Short repeat of unknown function (DUF308)
PF03733	0	Inner membrane component domain
PF03734	0.0324784193455712	L,D-transpeptidase catalytic domain
PF03737	0.304656847259966	Aldolase/RraA
PF03738	0.0907234502438381	Glutathionylspermidine synthase preATP-grasp
PF03739	0.20630153190531	Predicted permease YjgP/YjgQ family
PF03740	0	Pyridoxal phosphate biosynthesis protein PdxJ
PF03741	0.133437510611892	Integral membrane protein TerC family
PF03743	1.26474767053001	Bacterial conjugation TrbI-like protein
PF03746	0.11042310999999	LamB/YcsF family
PF03747	0.229259930280576	ADP-ribosylglycohydrolase
PF03748	0.363989403035967	Flagellar basal body-associated protein FliL
PF03749	0	Sugar fermentation stimulation protein
PF03755	0	YicC-like family, N-terminal region
PF03764	0.113218631772141	Elongation factor G, domain IV
PF03767	0.113218631772141	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03772	0.230863166108605	Competence protein
PF03773	0.278740150270252	Predicted permease
PF03775	0	Septum formation inhibitor MinC, C-terminal domain
PF03776	0	Septum formation topological specificity factor MinE
PF03783	0.198630855280358	Curli production assembly/transport component CsgG
PF03786	0.11042310999999	D-mannonate dehydratase (UxuA)
PF03788	0.354729856251255	LrgA family
PF03795	0.11042310999999	YCII-related domain
PF03796	0.453331433536356	DnaB-like helicase C terminal domain
PF03797	0.26724411846997	Autotransporter beta-domain
PF03799	0	Cell division protein FtsQ
PF03802	0.11042310999999	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PF03806	0.258421772749318	AbgT putative transporter family
PF03807	0	NADP oxidoreductase coenzyme F420-dependent
PF03808	0.153278024574352	Glycosyl transferase WecB/TagA/CpsF family
PF03811	2.79009582568796	InsA N-terminal domain
PF03812	0.312108017047162	2-keto-3-deoxygluconate permease
PF03814	0.192063739092946	Potassium-transporting ATPase A subunit
PF03819	0	MazG nucleotide pyrophosphohydrolase domain
PF03824	0.159111456835146	High-affinity nickel-transport protein
PF03825	0.178332525917703	Nucleoside H+ symporter
PF03829	0.159111456835146	PTS system glucitol/sorbitol-specific IIA component
PF03830	0.182363204811086	PTS system sorbose subfamily IIB component
PF03831	0	PhnA domain
PF03837	0.747056654410743	RecT family
PF03840	0.11042310999999	Preprotein translocase SecG subunit
PF03841	0.285819509958756	L-seryl-tRNA selenium transferase
PF03843	0.0795493545259297	Outer membrane lipoprotein Slp family
PF03846	0	Cell division inhibitor SulA
PF03848	0.113218631772141	Tellurite resistance protein TehB
PF03852	0.159111456835146	DNA mismatch endonuclease Vsr
PF03853	0.11042310999999	YjeF-related protein N-terminus
PF03857	5.09819195219586	Colicin immunity protein
PF03860	8.94427190999916	Domain of Unknown Function (DUF326)
PF03864	0.720276713536063	Phage major capsid protein E
PF03865	1.93255670812438	Haemolysin secretion/activation protein ShlB/FhaC/HecB
PF03869	1.44533622678227	Arc-like DNA binding domain
PF03872	0	Anti sigma-E protein RseA, N-terminal domain
PF03873	0	Anti sigma-E protein RseA, C-terminal domain
PF03880	0.0555544839130382	DbpA RNA binding domain
PF03881	0.113218631772141	Fructosamine kinase
PF03882	0.11042310999999	MukF winged-helix domain
PF03883	0	Peroxide stress protein YaaA
PF03884	0.161138436090986	DNA gyrase inhibitor YacG
PF03886	0.11042310999999	ABC-type transport auxiliary lipoprotein component
PF03887	0.208876197907786	YfbU domain
PF03888	0.412464037557798	MucB/RseB N-terminal domain
PF03889	0	Domain of unknown function
PF03891	0.0795493545259297	Domain of unknown function (DUF333)
PF03892	0	Nitrate reductase cytochrome c-type subunit (NapB)
PF03895	0.687334156687723	YadA-like membrane anchor domain
PF03899	0	ATP synthase I chain
PF03900	0	Porphobilinogen deaminase, C-terminal domain
PF03903	8.94427190999916	Phage T4 tail fibre
PF03916	0.0555544839130382	Polysulphide reductase, NrfD
PF03917	4.3864001560635	Eukaryotic glutathione synthase, ATP binding domain
PF03918	0	Cytochrome C biogenesis protein
PF03922	0.431796700008121	OmpW family
PF03923	0	Uncharacterized lipoprotein
PF03925	0.11042310999999	SeqA protein C-terminal domain
PF03927	0	NapD protein
PF03928	0.582845339585189	Haem-degrading
PF03932	0.113218631772141	CutC family
PF03934	0.426582791151479	Type II secretion system (T2SS), protein K
PF03937	0	Flavinator of succinate dehydrogenase
PF03938	0	Outer membrane protein (OmpH-like)
PF03942	0	DTW domain
PF03946	0.113218631772141	Ribosomal protein L11, N-terminal domain
PF03947	0	Ribosomal Proteins L2, C-terminal domain
PF03948	0.11042310999999	Ribosomal protein L9, C-terminal domain
PF03949	0.0775851729326969	Malic enzyme, NAD binding domain
PF03950	0.11042310999999	tRNA synthetases class I (E and Q), anti-codon binding domain
PF03951	0	Glutamine synthetase, beta-Grasp domain
PF03952	0	Enolase, N-terminal domain
PF03956	0.113218631772141	Lysine exporter LysO
PF03958	0.347290573172303	Bacterial type II/III secretion system short domain
PF03960	0.10828237326126	ArsC family
PF03963	0.360691631290862	Flagellar hook capping protein - N-terminal region
PF03966	0.11042310999999	Trm112p-like protein
PF03968	0.0555544839130382	OstA-like protein
PF03969	0.11042310999999	AFG1-like ATPase
PF03972	0.113218631772141	MmgE/PrpD family
PF03974	0	Ecotin
PF03979	0.196926112234539	Sigma-70 factor, region 1.1
PF03981	0.11042310999999	Ubiquinol-cytochrome C chaperone
PF03989	0.0278637754205581	DNA gyrase C-terminal domain, beta-propeller
PF03992	0.461668109029358	Antibiotic biosynthesis monooxygenase
PF03994	0.291938913860288	Domain of Unknown Function (DUF350)
PF04002	0.512266567052431	RadC-like JAB domain
PF04011	1.29913960492326	LemA family
PF04012	0.161138436090986	PspA/IM30 family
PF04014	0.593032764474014	Antidote-toxin recognition MazE, bacterial antitoxin
PF04023	0.113218631772141	FeoA domain
PF04024	0.11042310999999	PspC domain
PF04052	0.159111456835146	TolB amino-terminal domain
PF04055	0.0624907256897784	Radical SAM superfamily
PF04060	0	Putative Fe-S cluster
PF04069	0.0918630424349251	Substrate binding domain of ABC-type glycine betaine transport system
PF04073	0.0528100756936845	Aminoacyl-tRNA editing domain
PF04074	0.156614347879493	Domain of unknown function (DUF386)
PF04076	0.308699695767766	Bacterial OB fold (BOF) protein
PF04077	0	DsrH like protein
PF04085	0.11042310999999	rod shape-determining protein MreC
PF04093	0.11042310999999	rod shape-determining protein MreD
PF04095	0.161138436090986	Nicotinate phosphoribosyltransferase (NAPRTase) family
PF04098	5.88497335528421	Rad52/22 family double-strand break repair protein
