ann_term	generic	annotation
PF02359	1.14375526255792	Cell division protein 48 (CDC48), N-terminal domain
PF02361	0.136082763487954	Cobalt transport protein
PF02362	30.5042011747263	B3 DNA binding domain
PF02364	5.02850018554268	1,3-beta-glucan synthase component
PF02365	26.7784410610546	No apical meristem (NAM) protein
PF02368	0.759058963541551	Bacterial Ig-like domain (group 2)
PF02373	3.60162437147567	JmjC domain, hydroxylase
PF02374	1.30699884538239	Anion-transporting ATPase
PF02375	1.44935466012209	jmjN domain
PF02378	0.272165526975909	Phosphotransferase system, EIIC
PF02380	0	T-antigen specific domain
PF02383	2.31068674542865	SacI homology domain
PF02386	3.12426091889077	Cation transport protein
PF02387	0.408248290463863	IncFII RepA protein family
PF02389	0.705375189478278	Cornifin (SPRR) family
PF02390	0.656100757546514	Putative methyltransferase
PF02391	0.334379908383679	MoaE protein
PF02392	3.20377136253451	Ycf4
PF02397	0	Bacterial sugar transferase
PF02401	1.14924093078046	LytB protein
PF02403	1.00191989006488	Seryl-tRNA synthetase N-terminal domain
PF02405	0.381251754185973	Permease MlaE
PF02407	0	Putative viral replication protein
PF02410	0.574620465390229	Ribosomal silencing factor during starvation
PF02416	0.70239681506547	mttA/Hcf106 family
PF02417	0.272165526975909	Chromate transporter
PF02419	4.92827663104066	PsbL protein
PF02421	0.513956168750047	Ferrous iron transport protein B
PF02423	0.301985046903748	Ornithine cyclodeaminase/mu-crystallin family
PF02424	0.136082763487954	ApbE family
PF02427	0.663514560749833	Photosystem I reaction centre subunit IV / PsaE
PF02428	6.61478766047344	Potato type II proteinase inhibitor family
PF02431	1.23270707653841	Chalcone-flavanone isomerase
PF02434	0.317220634287258	Fringe-like
PF02436	0.136082763487954	Conserved carboxylase domain
PF02439	0.190625877092986	Adenovirus E3 region protein CR2
PF02441	1.31273395638704	Flavoprotein
PF02445	0.231212282322664	Quinolinate synthetase A protein
PF02446	0.626962328219399	4-alpha-glucanotransferase
PF02449	0.190625877092986	Beta-galactosidase
PF02450	2.39496326832037	Lecithin:cholesterol acyltransferase
PF02451	1.35168192455075	Nodulin
PF02453	3.41472947076201	Reticulon
PF02458	29.8151830994959	Transferase family
PF02460	1.12278977698338	Patched family
PF02463	1.09314617204614	RecF/RecN/SMC N terminal domain
PF02464	0	Competence-damaged protein
PF02465	0	Flagellar hook-associated protein 2 N-terminus
PF02466	3.49627934414159	Tim17/Tim22/Tim23/Pmp24 family
PF02468	1.31499442676305	Photosystem II reaction centre N protein (psbN)
PF02469	7.37410052077988	Fasciclin domain
PF02470	0.483118220040696	MlaD protein
PF02472	0.136082763487954	Biopolymer transport protein ExbD/TolR
PF02475	0.591401230801181	Met-10+ like-protein
PF02480	0.190625877092986	Alphaherpesvirus glycoprotein E
PF02482	0.272165526975909	Sigma 54 modulation protein / S30EA ribosomal protein
PF02485	4.80467539594272	Core-2/I-Branching enzyme
PF02491	0.136082763487954	SHS2 domain inserted in FTSA
PF02492	1.05806278421742	CobW/HypB/UreG, nucleotide-binding domain
PF02493	26.3961117777057	MORN repeat
PF02496	3.32604023964702	ABA/WDS induced protein
PF02502	1.43250183087413	Ribose/Galactose Isomerase
PF02507	0.390756223591297	Photosystem I reaction centre subunit III
PF02514	0.894114618147107	CobN/Magnesium Chelatase
PF02516	0.786192871569552	Oligosaccharyl transferase STT3 subunit
PF02517	1.06284035942828	CPBP intramembrane metalloprotease
PF02518	4.60945008096593	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF02519	23.584186152547	Auxin responsive protein
PF02527	0.301985046903748	rRNA small subunit methyltransferase G
PF02529	4.43951508611698	Cytochrome B6-F complex subunit 5
PF02531	0.529031392108708	PsaD
PF02532	0.794152282411239	Photosystem II reaction centre I protein (PSII 4.8 kDa protein)
PF02533	0.791508038835727	Photosystem II 4 kDa reaction centre component
PF02535	3.77924191629945	ZIP Zinc transporter
PF02536	18.12681471192	mTERF
PF02537	1.37271505082508	CrcB-like protein, Camphor Resistance (CrcB)
PF02538	0.445883414769754	Hydantoinase B/oxoprolinase
PF02540	0.648871514083458	NAD synthase
PF02541	0.520710153148461	Ppx/GppA phosphatase family
PF02542	0.401342958715028	YgbB family
PF02544	1.69431985657377	3-oxo-5-alpha-steroid 4-dehydrogenase
PF02545	0.977024676621917	Maf-like protein
PF02547	0.301985046903748	Queuosine biosynthesis protein
PF02548	0.84095051210017	Ketopantoate hydroxymethyltransferase
PF02551	0.423373691930507	Acyl-CoA thioesterase
PF02554	0	Carbon starvation protein CstA
PF02558	0.136082763487954	Ketopantoate reductase PanE/ApbA
PF02559	0.274721127897378	CarD-like/TRCF domain
PF02560	0.272165526975909	Cyanate lyase C-terminal domain
PF02562	0	PhoH-like protein
PF02563	0	Polysaccharide biosynthesis/export protein
PF02567	2.37650978162059	Phenazine biosynthesis-like protein
PF02568	0.136082763487954	Thiamine biosynthesis protein (ThiI)
PF02569	0.50469493868284	Pantoate-beta-alanine ligase
PF02574	0.868744485526139	Homocysteine S-methyltransferase
PF02575	0.573403047782404	YbaB/EbfC DNA-binding family
PF02576	0.639924873298505	RimP N-terminal domain
PF02577	0.704631776108746	Domain of unknown function (DUF151)
PF02578	0	Multi-copper polyphenol oxidoreductase laccase
PF02580	0.272165526975909	D-Tyr-tRNA(Tyr) deacylase
PF02581	0.573403047782404	Thiamine monophosphate synthase
PF02582	0.563258960766092	Uncharacterised ACR, YagE family COG1723
PF02583	0	Metal-sensitive transcriptional repressor
PF02585	0.551980108818332	GlcNAc-PI de-N-acetylase
PF02586	0.528701057145429	SOS response associated peptidase (SRAP)
PF02590	0.603970093807497	Predicted SPOUT methyltransferase
PF02592	0	Putative vitamin uptake transporter
PF02594	0.768892039595585	Uncharacterised ACR, YggU family COG1872
PF02597	0.411657521181058	ThiS family
PF02598	0.371974165600534	Putative RNA methyltransferase
PF02599	0.136082763487954	Global regulator protein family
PF02600	0.136082763487954	Disulfide bond formation protein DsbB
PF02602	0.810698898730297	Uroporphyrinogen-III synthase HemD
PF02605	0.423373691930507	Photosystem I reaction centre subunit XI
PF02606	0.231212282322664	Tetraacyldisaccharide-1-P 4'-kinase
PF02607	0	B12 binding domain
PF02617	2.19490547926171	ATP-dependent Clp protease adaptor protein ClpS
PF02620	0.462424564645328	Large ribosomal RNA subunit accumulation protein YceD
PF02622	0.705375189478278	Uncharacterized ACR, COG1678
PF02627	0	Carboxymuconolactone decarboxylase family
PF02628	2.39970007443424	Cytochrome oxidase assembly protein
PF02629	0.925793142121177	CoA binding domain
PF02630	0.818420014879107	SCO1/SenC
PF02631	0.43637859174338	RecX family
PF02636	0.351198407532735	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF02637	0.551980108818332	GatB domain
PF02646	0	RmuC family
PF02653	0.272165526975909	Branched-chain amino acid transport system / permease component
PF02657	0.762732591600299	Fe-S metabolism associated domain
PF02659	0	Putative manganese efflux pump
PF02660	0.136082763487954	Glycerol-3-phosphate acyltransferase
PF02661	0	Fic/DOC family
PF02666	0.663514560749833	Phosphatidylserine decarboxylase
PF02668	2.03738641308575	Taurine catabolism dioxygenase TauD, TfdA family
PF02670	0.483118220040696	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02671	9.23906042820841	Paired amphipathic helix repeat
PF02672	1.31817907988736	CP12 domain
PF02673	0.272165526975909	Bacitracin resistance protein BacA
PF02676	0.334379908383679	Methyltransferase TYW3
PF02678	1.06284035942828	Pirin
PF02679	0.351198407532735	(2R)-phospho-3-sulfolactate synthase (ComA)
PF02681	0.950375996798113	Divergent PAP2 family
PF02683	0.351198407532735	Cytochrome C biogenesis protein transmembrane region
PF02684	0.351198407532735	Lipid-A-disaccharide synthetase
PF02686	0.388514344942906	Glu-tRNAGln amidotransferase C subunit
PF02687	0.272165526975909	FtsX-like permease family
PF02689	4.17121345212309	Helicase
PF02690	0	Na+/Pi-cotransporter
PF02694	0.136082763487954	Uncharacterised BCR, YnfA/UPF0060 family
PF02696	0.72226253717507	Uncharacterized ACR, YdiU/UPF0061 family
PF02698	0.504348664241606	DUF218 domain
PF02701	8.37978666782055	Dof domain, zinc finger
PF02704	5.37782802270479	Gibberellin regulated protein
PF02705	6.09280658674015	K+ potassium transporter
PF02711	0.136082763487954	E4 protein
PF02713	2.19562171536472	Domain of unknown function DUF220
PF02714	2.23528654536777	Calcium-dependent channel, 7TM region, putative phosphate
PF02719	0.136082763487954	Polysaccharide biosynthesis protein
PF02721	12.6498426282116	Domain of unknown function DUF223
PF02724	0.742302685855556	CDC45-like protein
PF02727	2.44984632784363	Copper amine oxidase, N2 domain
PF02728	2.39554676528805	Copper amine oxidase, N3 domain
PF02729	0.695648850750122	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
PF02731	0.718138754308839	SKIP/SNW domain
PF02732	0.996149119251112	ERCC4 domain
PF02733	1.14451873321403	Dak1 domain
PF02734	0.442343040499889	DAK2 domain
PF02735	0.462424564645328	Ku70/Ku80 beta-barrel domain
PF02736	2.17033232890486	Myosin N-terminal SH3-like domain
PF02737	2.21076712135172	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
PF02738	3.03076468753266	Molybdopterin-binding domain of aldehyde dehydrogenase
PF02739	0.35906937715442	5'-3' exonuclease, N-terminal resolvase-like domain
PF02744	0.136082763487954	Galactose-1-phosphate uridyl transferase, C-terminal domain
PF02746	0.574620465390229	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain
PF02747	1.18810785685678	Proliferating cell nuclear antigen, C-terminal domain
PF02749	0.334379908383679	Quinolinate phosphoribosyl transferase, N-terminal domain
PF02751	0.649678735852043	Transcription initiation factor IIA, gamma subunit
PF02754	0	Cysteine-rich domain
PF02765	0.623329353455383	Telomeric single stranded DNA binding POT1/CDC13
PF02767	0.136082763487954	DNA polymerase III beta subunit, central domain
PF02768	0.136082763487954	DNA polymerase III beta subunit, C-terminal domain
PF02769	2.52755602962211	AIR synthase related protein, C-terminal domain
PF02770	1.38184798131564	Acyl-CoA dehydrogenase, middle domain
PF02771	1.39881151510376	Acyl-CoA dehydrogenase, N-terminal domain
PF02772	1.66813352640451	S-adenosylmethionine synthetase, central domain
PF02773	1.56313666274421	S-adenosylmethionine synthetase, C-terminal domain
PF02774	0.655301446682181	Semialdehyde dehydrogenase, dimerisation domain
PF02775	2.08887104680368	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02776	1.93788952036788	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain
PF02777	1.43542580431471	Iron/manganese superoxide dismutases, C-terminal domain
PF02778	0.883104871369464	tRNA intron endonuclease, N-terminal domain
PF02779	2.25427616016523	Transketolase, pyrimidine binding domain
PF02780	2.10362237911331	Transketolase, C-terminal domain
PF02781	1.48566408174982	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02782	1.12837737466266	FGGY family of carbohydrate kinases, C-terminal domain
PF02784	1.57371846190623	Pyridoxal-dependent decarboxylase, pyridoxal binding domain
PF02785	0.563569040041308	Biotin carboxylase C-terminal domain
PF02786	1.01903614316479	Carbamoyl-phosphate synthase L chain, ATP binding domain
PF02787	0.328050378773257	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
PF02788	8.21345642996323	Ribulose bisphosphate carboxylase large chain, N-terminal domain
PF02789	0.794811968762631	Cytosol aminopeptidase family, N-terminal domain
PF02790	1.68065409382441	Cytochrome C oxidase subunit II, transmembrane domain
PF02791	1.36556943222007	DDT domain
PF02792	0.816496580927726	Mago nashi protein
PF02797	6.36815979066927	Chalcone and stilbene synthases, C-terminal domain
PF02798	14.9935928547703	Glutathione S-transferase, N-terminal domain
PF02799	0.912679531557244	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
PF02800	1.96234646120977	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02801	2.27924736557029	Beta-ketoacyl synthase, C-terminal domain
PF02803	0.898986151522331	Thiolase, C-terminal domain
PF02805	0	Metal binding domain of Ada
PF02806	0.655301446682181	Alpha amylase, C-terminal all-beta domain
PF02807	0	ATP:guanido phosphotransferase, N-terminal domain
PF02809	2.55259148130684	Ubiquitin interaction motif
PF02810	0.919734717016562	SEC-C motif
PF02811	0.537873754798121	PHP domain
PF02812	0.928619422662133	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02815	0.537873754798121	MIR domain
PF02817	1.43433001279499	e3 binding domain
PF02823	6.91197019204433	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824	1.09202688217399	TGS domain
PF02825	0.358582503198747	WWE domain
PF02826	4.49990294172836	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02833	0.529031392108708	DHHA2 domain
PF02836	1.9516339084594	Glycosyl hydrolases family 2, TIM barrel domain
PF02837	0.43637859174338	Glycosyl hydrolases family 2, sugar binding domain
PF02838	0	Glycosyl hydrolase family 20, domain 2
PF02840	0.619956942667557	Prp18 domain
PF02841	1.23878617806648	Guanylate-binding protein, C-terminal domain
PF02843	0.547211979386733	Phosphoribosylglycinamide synthetase, C domain
PF02844	0.626962328219399	Phosphoribosylglycinamide synthetase, N domain
PF02845	1.17226867077389	CUE domain
PF02847	4.0066768174507	MA3 domain
PF02852	1.30699884538239	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
PF02854	2.79762303020751	MIF4G domain
PF02861	4.79156754067553	Clp amino terminal domain, pathogenicity island component
PF02862	0.898208481695535	DDHD domain
PF02866	2.25497353873108	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02867	1.40180576365689	Ribonucleotide reductase, barrel domain
PF02870	0.136082763487954	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
PF02872	0	5'-nucleotidase, C-terminal domain
PF02873	0.540465932486864	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain
PF02874	12.3391396610591	ATP synthase alpha/beta family, beta-barrel domain
PF02875	1.16988176339383	Mur ligase family, glutamate ligase domain
PF02877	0.705375189478278	Poly(ADP-ribose) polymerase, regulatory domain
PF02878	1.16853698539387	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879	0.603970093807497	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880	0.633338850246301	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881	1.38184798131564	SRP54-type protein, helical bundle domain
PF02882	1.71400283846281	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02883	1.15227723972002	Adaptin C-terminal domain
PF02885	0.478759169539226	Glycosyl transferase family, helical bundle domain
PF02886	0.609727803539829	LBP / BPI / CETP family, C-terminal domain
PF02887	2.04089907703138	Pyruvate kinase, alpha/beta domain
PF02889	1.98068944507908	Sec63 Brl domain
PF02891	0.990521113087297	MIZ/SP-RING zinc finger
PF02892	9.30868638467566	BED zinc finger
PF02893	3.86603045441876	GRAM domain
PF02894	0.272165526975909	Oxidoreductase family, C-terminal alpha/beta domain
PF02896	0.577047595371084	PEP-utilising enzyme, PEP-binding domain
PF02897	1.44742475958548	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02899	0.136082763487954	Phage integrase, N-terminal SAM-like domain
PF02900	1.44706261669346	Catalytic LigB subunit of aromatic ring-opening dioxygenase
PF02902	112.74885667731	Ulp1 protease family, C-terminal catalytic domain
PF02906	0.585164839671439	Iron only hydrogenase large subunit, C-terminal domain
PF02907	0.136082763487954	Hepatitis C virus NS3 protease
PF02910	0.487438290097003	Fumarate reductase flavoprotein C-term
PF02911	0.35906937715442	Formyl transferase, C-terminal domain
PF02912	0.136082763487954	Aminoacyl tRNA synthetase class II, N-terminal domain
PF02913	0.520710153148461	FAD linked oxidases, C-terminal domain
PF02915	0.328050378773257	Rubrerythrin
PF02919	0.925793142121177	Eukaryotic DNA topoisomerase I, DNA binding fragment
PF02921	0.547211979386733	Ubiquinol cytochrome reductase transmembrane region
PF02922	0.753514940726442	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02925	0	Bacteriophage scaffolding protein D
PF02926	0.543367351123479	THUMP domain
PF02928	1.1876666457788	C5HC2 zinc finger
PF02929	0.427888711146351	Beta galactosidase small chain
PF02933	1.35310291229634	Cell division protein 48 (CDC48), domain 2
PF02934	0.50469493868284	GatB/GatE catalytic domain
PF02938	0.328050378773257	GAD domain
PF02941	0.547211979386733	Ferredoxin thioredoxin reductase variable alpha chain
PF02943	0.35906937715442	Ferredoxin thioredoxin reductase catalytic beta chain
PF02945	0.136082763487954	Recombination endonuclease VII
PF02951	0.136082763487954	Prokaryotic glutathione synthetase, N-terminal domain
PF02953	1.68812186046895	Tim10/DDP family zinc finger
PF02954	0.136082763487954	Bacterial regulatory protein, Fis family
PF02955	0.136082763487954	Prokaryotic glutathione synthetase, ATP-grasp domain
PF02965	0	Vitamin B12 dependent methionine synthase, activation domain
PF02966	1.11670499636961	Mitosis protein DIM1
PF02969	0.551980108818332	TATA box binding protein associated factor (TAF)
PF02970	0.477663191368709	Tubulin binding cofactor A
PF02977	1.86062213921409	Carboxypeptidase A inhibitor
PF02978	1.20924114672938	Signal peptide binding domain
PF02984	7.67356812693692	Cyclin, C-terminal domain
PF02985	2.41906011745303	HEAT repeat
PF02987	6.22681583954838	Late embryogenesis abundant protein
PF02990	4.01395190842276	Endomembrane protein 70
PF02991	2.59171393716117	Autophagy protein Atg8 ubiquitin like
PF02992	51.6265313781428	Transposase family tnp2
PF02996	1.20562390516231	Prefoldin subunit
PF03000	5.42066857488466	NPH3 family
PF03004	27.1009191414032	Plant transposase (Ptta/En/Spm family)
PF03006	1.48177844682621	Haemolysin-III related
PF03007	4.57398990464548	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03009	3.79506465337159	Glycerophosphoryl diester phosphodiesterase family
PF03015	2.9451069228234	Male sterility protein
PF03016	5.86837334618875	Exostosin family
PF03017	4.96687138153936	TNP1/EN/SPM transposase
PF03018	10.3876135720997	Dirigent-like protein
PF03022	0.136082763487954	Major royal jelly protein
PF03023	0.339049520304525	Lipid II flippase MurJ
PF03024	0.486361870034381	Folate receptor family
PF03028	0.272165526975909	Dynein heavy chain region D6 P-loop domain
PF03029	2.52423612096997	Conserved hypothetical ATP binding protein
PF03030	3.27799985034593	Inorganic H+ pyrophosphatase
PF03031	5.7319582964245	NLI interacting factor-like phosphatase
PF03033	0.972184785143242	Glycosyltransferase family 28 N-terminal domain
PF03034	0.77093425312507	Phosphatidyl serine synthase
PF03040	1.55731407041302	CemA family
PF03048	0.524720816920097	UL92 family
PF03050	0.272165526975909	Transposase IS66 family
PF03054	0.551980108818332	tRNA methyl transferase
PF03055	5.18935641347015	Retinal pigment epithelial membrane protein
PF03058	0.939281733402181	Sar8.2 family
PF03059	1.74881411351631	Nicotianamine synthase protein
PF03060	1.28107768224744	Nitronate monooxygenase
PF03061	2.38040275177477	Thioesterase superfamily
PF03062	0.898986151522331	MBOAT, membrane-bound O-acyltransferase family
PF03069	1.77026057453332	Acetamidase/Formamidase family
PF03070	1.25670806642626	TENA/THI-4/PQQC family
PF03071	0.646443800883656	GNT-I family
PF03073	0.644278153923165	TspO/MBR family
PF03078	29.397561662935	ATHILA ORF-1 family
PF03079	0.883104871369464	ARD/ARD' family
PF03080	13.6556943222007	Neprosin
PF03081	7.20715247656141	Exo70 exocyst complex subunit
PF03083	13.694390757716	Sugar efflux transporter for intercellular exchange
PF03087	7.56014782133017	Arabidopsis protein of unknown function
PF03088	5.02697128016188	Strictosidine synthase
PF03091	0.594935532566809	CutA1 divalent ion tolerance protein
PF03092	2.46881316317397	BT1 family
PF03094	8.24282081804734	Mlo family
PF03095	0.272165526975909	Phosphotyrosyl phosphate activator (PTPA) protein
PF03096	1.05938288801744	Ndr family
PF03097	1.00869732848321	BRO1-like domain
PF03098	2.17636115307716	Animal haem peroxidase
PF03099	0.817565714004436	Biotin/lipoate A/B protein ligase family
PF03100	0.301985046903748	CcmE
PF03101	30.4476329261181	FAR1 DNA-binding domain
PF03104	1.14497657124816	DNA polymerase family B, exonuclease domain
PF03105	3.91988248372747	SPX domain
PF03106	22.707571919995	WRKY DNA -binding domain
PF03107	132.853482711683	C1 domain
PF03108	64.5068915976572	MuDR family transposase
PF03109	1.66781930792439	ABC1 family
PF03110	6.01767719755291	SBP domain
PF03114	0.587845680154027	BAR domain
PF03116	0.272165526975909	NQR2, RnfD, RnfE family
PF03118	1.30217793157413	Bacterial RNA polymerase, alpha chain C terminal domain
PF03120	0.136082763487954	NAD-dependent DNA ligase OB-fold domain
PF03121	0.231212282322664	Herpesviridae UL52/UL70 DNA primase
PF03124	3.22967763252974	EXS family
PF03126	1.95226042184873	Plus-3 domain
PF03127	2.24378947206919	GAT domain
PF03128	0.816496580927726	CXCXC repeat
PF03129	2.23411388468794	Anticodon binding domain
PF03130	0.726843784311631	PBS lyase HEAT-like repeat
PF03131	0.292582419835719	bZIP Maf transcription factor
PF03133	0.70239681506547	Tubulin-tyrosine ligase family
PF03134	2.84959570244017	TB2/DP1, HVA22 family
PF03137	0.358582503198747	Organic Anion Transporter Polypeptide (OATP) family
PF03140	32.4144199261293	Plant protein of unknown function
PF03141	6.27945192051683	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF03143	2.80809451920534	Elongation factor Tu C-terminal domain
PF03144	3.12470823236129	Elongation factor Tu domain 2
PF03145	6.04620573364692	Seven in absentia protein family
PF03147	0.264350528572715	Ferredoxin-fold anticodon binding domain
PF03151	5.13697766034456	Triose-phosphate Transporter family
PF03152	1.24791930252099	Ubiquitin fusion degradation protein UFD1
PF03153	1.23878617806648	Transcription factor IIA, alpha/beta subunit
PF03155	0.690354834374696	ALG6, ALG8 glycosyltransferase family
PF03157	0.501569862575519	High molecular weight glutenin subunit
PF03159	1.32926528258075	XRN 5'-3' exonuclease N-terminus
PF03161	0.194257172471453	LAGLIDADG DNA endonuclease family
PF03162	1.33084148702687	Tyrosine phosphatase family
PF03167	0.371974165600534	Uracil DNA glycosylase superfamily
PF03168	12.4804949148404	Late embryogenesis abundant protein
PF03169	7.83113622785017	OPT oligopeptide transporter protein
PF03171	32.6246467432567	2OG-Fe(II) oxygenase superfamily
PF03175	2.895392614609	DNA polymerase type B, organellar and viral
PF03177	0.681183661718565	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178	1.27944017282368	CPSF A subunit region
PF03179	0.817565714004436	Vacuolar (H+)-ATPase G subunit
PF03180	0.136082763487954	NLPA lipoprotein
PF03181	7.38593673784563	BURP domain
PF03184	1.119049212083	DDE superfamily endonuclease
PF03186	0	CobD/Cbib protein
PF03188	3.10502174355551	Eukaryotic cytochrome b561
PF03190	0.231212282322664	Protein of unknown function, DUF255
PF03193	0.390756223591297	RsgA GTPase
PF03194	1.34377463086652	LUC7 N_terminus
PF03195	9.0367678185604	Lateral organ boundaries (LOB) domain
PF03198	0	Glucanosyltransferase
PF03199	0.817565714004436	Eukaryotic glutathione synthase
PF03200	0.536572969931859	Glycosyl hydrolase family 63 C-terminal domain
PF03208	3.47316758619002	PRA1 family protein
PF03209	0.390756223591297	PUCC protein
PF03214	1.82075924296009	Reversibly glycosylated polypeptide
PF03215	0.272165526975909	Rad17 P-loop domain
PF03216	0.872156455745409	Rhabdovirus nucleoprotein
PF03219	0.886461570516622	TLC ATP/ADP transporter
PF03221	0.728764114697424	Tc5 transposase DNA-binding domain
PF03222	0.994042351043136	Tryptophan/tyrosine permease family
PF03223	0.770707607742214	V-ATPase subunit C
PF03224	1.01714856091357	V-ATPase subunit H
PF03226	2.43145011989442	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly
PF03227	1.65425145265868	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03233	0.272165526975909	Aphid transmission protein
PF03235	0	Protein of unknown function DUF262
PF03242	2.01323364602499	Late embryogenesis abundant protein
PF03244	0.543367351123479	Photosystem I reaction centre subunit VI
PF03248	1.54684593770566	Rer1 family
PF03254	5.46918181134387	Xyloglucan fucosyltransferase
PF03255	0.879933928019567	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF03256	0.655301446682181	Anaphase-promoting complex, subunit 10 (APC10)
PF03259	0.136082763487954	Roadblock/LC7 domain
PF03266	0.427888711146351	NTPase
PF03271	0.520710153148461	EB1-like C-terminal motif
PF03279	0.136082763487954	Bacterial lipid A biosynthesis acyltransferase
PF03283	3.99392445655149	Pectinacetylesterase
PF03285	0	Paralemmin
PF03291	1.07574750959624	mRNA capping enzyme
PF03297	1.16853698539387	S25 ribosomal protein
PF03299	0.136082763487954	Transcription factor AP-2
PF03302	0.136082763487954	Giardia variant-specific surface protein
PF03309	0	Type III pantothenate kinase
PF03310	0.231212282322664	Caulimovirus DNA-binding protein
PF03311	1.25795859165112	Cornichon protein
PF03313	0.136082763487954	Serine dehydratase alpha chain
PF03315	0.136082763487954	Serine dehydratase beta chain
PF03317	0.427888711146351	ELF protein
PF03318	0.898986151522331	Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF03321	5.701428707629	GH3 auxin-responsive promoter
PF03328	0.65636697819352	HpcH/HpaI aldolase/citrate lyase family
PF03330	10.4424147186957	Lytic transglycolase
PF03331	0.537873754798121	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF03332	0.639105332035931	Eukaryotic phosphomannomutase
PF03343	1.27998624206443	SART-1 family
PF03345	0.898986151522331	Oligosaccharyltransferase 48 kDa subunit beta
PF03348	1.34221361431147	Serine incorporator (Serinc)
PF03350	1.044937213699	Uncharacterized protein family, UPF0114
PF03351	1.38273268766403	DOMON domain
PF03352	1.33765024430926	Methyladenine glycosylase
PF03357	4.02546922926052	Snf7
PF03358	2.20134321487712	NADPH-dependent FMN reductase
PF03360	2.9626725049806	Glycosyltransferase family 43
PF03364	1.19163166446667	Polyketide cyclase / dehydrase and lipid transport
PF03366	0.537873754798121	YEATS family
PF03367	1.00313972515104	ZPR1 zinc-finger domain
PF03368	1.11105869897348	Dicer dimerisation domain
PF03371	0.791508038835727	PRP38 family
PF03372	18.1995307915957	Endonuclease/Exonuclease/phosphatase family
PF03378	0.65636697819352	CAS/CSE protein, C-terminus
PF03381	1.71491993525838	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03384	9.47326961385558	Drosophila protein of unknown function, DUF287
PF03385	0.53949532541955	STELLO glycosyltransferases
PF03386	2.25745136219818	Early nodulin 93 ENOD93 protein
PF03398	1.79057240729667	Regulator of Vps4 activity in the MVB pathway
PF03399	0.867335655362785	SAC3/GANP family
PF03401	0.136082763487954	Tripartite tricarboxylate transporter family receptor
PF03404	0.855981543326562	Mo-co oxidoreductase dimerisation domain
PF03405	3.27586733224601	Fatty acid desaturase
PF03407	4.44836043414442	Nucleotide-diphospho-sugar transferase
PF03409	0.136082763487954	Transmembrane glycoprotein
PF03413	0	Peptidase propeptide and YPEB domain
PF03416	0.582771517414359	Peptidase family C54
PF03417	0.551029783679382	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03428	0.136082763487954	Replication protein C N-terminal domain
PF03435	0.731635159753904	Saccharopine dehydrogenase NADP binding domain
PF03439	1.39743700705228	Early transcription elongation factor of RNA pol II, NGN section
PF03441	0.846747383861014	FAD binding domain of DNA photolyase
PF03443	0	Glycosyl hydrolase family 61
PF03444	0.136082763487954	Winged helix-turn-helix transcription repressor, HrcA DNA-binding
PF03446	2.00392696235174	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447	0.980772524560926	Homoserine dehydrogenase, NAD binding domain
PF03449	0.136082763487954	Transcription elongation factor, N-terminal
PF03450	1.88339316429702	CO dehydrogenase flavoprotein C-terminal domain
PF03453	0.194257172471453	MoeA N-terminal region (domain I and II)
PF03454	0.194257172471453	MoeA C-terminal region (domain IV)
PF03455	0.504348664241606	dDENN domain
